sample_id,timestamp,Label,Max_Amplitude,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64
824,0,Paracetamol,2532,0,0,0,78,168,239,342,433,511,603,689,774,861,950,1009,1119,1203,1300,1386,1456,1535,1628,1719,1807,1879,1958,2037,2133,2221,2288,2367,2452,2532,2419,2319,2226,2126,2038,1937,1840,1743,1648,1570,1463,1364,1281,1184,1095,1003,905,816,717,636,560,466,370,276,194,117,33,0,0,0,0
825,0,Paracetamol,2525,0,0,0,80,169,253,349,432,511,597,686,769,862,944,1015,1119,1211,1296,1376,1455,1535,1618,1724,1799,1877,1958,2037,2141,2222,2290,2367,2448,2525,2428,2320,2223,2128,2032,1937,1840,1744,1653,1564,1463,1369,1267,1185,1103,997,895,812,723,639,552,475,368,281,197,114,30,0,0,0,0
826,0,Paracetamol,2534,0,0,0,80,165,262,353,442,511,602,695,777,853,946,1036,1117,1216,1292,1377,1471,1535,1643,1726,1797,1875,1969,2055,2135,2208,2297,2369,2467,2534,2418,2320,2224,2137,2037,1935,1836,1747,1661,1564,1456,1362,1274,1189,1100,995,900,807,730,641,545,456,372,288,202,115,23,0,0,0,0
827,0,Paracetamol,2518,0,0,0,83,176,256,335,427,511,596,686,775,859,945,1019,1115,1202,1284,1382,1460,1535,1623,1712,1803,1884,1962,2044,2128,2222,2303,2427,2448,2518,2427,2330,2224,2128,2023,1937,1840,1740,1646,1553,1461,1376,1288,1187,1088,1003,897,808,726,629,551,464,368,284,203,115,27,0,0,0,0
828,0,Paracetamol,2543,0,0,0,80,172,252,338,437,504,603,690,771,851,938,1023,1120,1216,1284,1380,1456,1535,1636,1715,1794,1830,1953,2047,2129,2209,2271,2368,2458,2543,2423,2311,2209,2130,2032,1922,1825,1762,1656,1557,1457,1363,1276,1183,1088,988,895,805,721,637,547,454,366,285,198,119,20,0,0,0,0
829,0,Paracetamol,2513,0,0,0,83,163,257,339,432,511,607,687,776,866,945,1035,1113,1207,1291,1382,1473,1535,1622,1717,1796,1886,1958,2038,2128,2212,2299,2368,2448,2513,2426,2325,2224,2119,2027,1935,1840,1741,1653,1552,1465,1373,1264,1194,1089,996,903,805,719,628,549,452,366,280,193,112,29,0,0,0,0
830,0,Paracetamol,2522,0,0,0,80,162,251,346,421,511,595,687,771,847,933,1023,1121,1211,1295,1375,1461,1535,1628,1717,1794,1878,1950,2051,2128,2205,2286,2352,2454,2522,2414,2311,2213,2128,2029,1925,1833,1731,1650,1535,1462,1360,1271,1183,1088,981,896,805,707,635,544,448,367,276,197,111,16,0,0,0,0
831,0,Paracetamol,2510,0,0,0,77,167,251,334,428,511,596,687,768,852,939,1023,1105,1205,1290,1378,1447,1535,1618,1706,1797,1879,1952,2036,2127,2211,2295,2355,2445,2510,2419,2321,2213,2114,2023,1936,1841,1738,1646,1535,1460,1366,1263,1171,1086,993,899,816,720,629,543,455,364,273,191,94,18,0,0,0,0
832,0,Paracetamol,2527,0,0,0,80,164,255,336,424,511,595,688,775,861,940,1036,1105,1199,1292,1375,1454,1535,1618,1713,1798,1871,1953,2030,2129,2208,2282,2359,2447,2527,2427,2318,2215,2119,2017,1933,1829,1726,1634,1507,1456,1357,1254,1170,1086,989,893,802,712,625,545,448,359,274,192,107,17,0,0,0,0
833,0,Paracetamol,2521,0,0,0,83,161,246,336,429,511,592,679,763,850,943,1019,1107,1199,1293,1377,1454,1527,1623,1708,1798,1867,1954,2033,2119,2206,2288,2359,2443,2521,2421,2303,2215,2119,2020,1931,1824,1734,1643,1535,1454,1359,1259,1139,1078,987,891,803,711,626,539,416,364,273,186,108,22,0,0,0,0
834,0,Paracetamol,2512,0,0,0,77,163,252,336,425,509,594,679,769,851,942,1011,1111,1197,1289,1378,1456,1535,1625,1714,1797,1876,1956,2032,2119,2210,2287,2355,2442,2512,2419,2320,2215,2114,2017,1931,1837,1731,1639,1535,1455,1362,1264,1173,1079,982,896,790,710,623,541,448,353,272,195,106,19,0,0,0,0
835,0,Paracetamol,2509,0,0,0,77,170,249,336,423,499,598,690,765,853,938,1023,1113,1200,1283,1371,1462,1535,1616,1703,1782,1871,1959,2034,2114,2197,2273,2368,2448,2509,2411,2306,2221,2124,1953,1932,1831,1739,1647,1529,1443,1350,1269,1177,1073,976,887,796,720,619,537,442,363,272,185,98,9,0,0,0,0
836,0,Paracetamol,2517,0,0,0,71,158,243,338,425,507,592,681,848,857,936,1023,1108,1206,1291,1364,1455,1533,1622,1712,1779,1872,1949,2037,2124,2179,2278,2355,2457,2517,2402,2310,2211,2121,2032,1917,1817,1714,1631,1535,1453,1355,1257,1167,1085,976,881,790,704,624,541,436,361,272,189,97,14,0,0,0,0
837,0,Paracetamol,2507,0,0,0,80,170,259,339,430,507,595,688,770,857,941,1023,1117,1210,1284,1371,1454,1535,1629,1712,1787,1866,1964,2039,2113,2199,2282,2368,2454,2507,2414,2310,2224,2124,2020,1920,1829,1735,1642,1535,1447,1357,1267,1173,1075,976,885,793,707,629,534,443,357,273,188,109,17,0,0,0,0
838,0,Paracetamol,2505,0,0,0,79,167,252,335,426,502,592,688,767,853,936,1034,1121,1200,1281,1363,1453,1531,1630,1707,1783,1871,1955,2042,2113,2195,2278,2366,2447,2505,2407,2304,2213,2123,2015,1911,1823,1735,1648,1535,1445,1345,1263,1168,1072,976,884,795,714,624,541,443,356,272,176,97,16,0,0,0,0
839,0,Paracetamol,2503,0,0,0,80,164,248,334,425,510,595,679,766,852,941,1023,1103,1195,1286,1361,1447,1533,1616,1701,1792,1872,1940,2023,2112,2210,2287,2355,2437,2503,2416,2314,2209,2112,2011,1927,1829,1732,1623,1530,1445,1351,1257,1166,1074,976,886,791,704,623,530,443,353,265,176,93,13,0,0,0,0
840,0,Paracetamol,2518,0,0,0,75,160,257,339,421,508,591,688,774,848,932,1023,1115,1207,1280,1360,1453,1526,1627,1706,1782,1858,1943,2032,2126,2194,2278,2353,2449,2518,2410,2301,2202,2123,2018,1916,1824,1728,1642,1535,1440,1356,1262,1171,1085,977,884,795,711,624,535,439,355,272,189,99,11,0,0,0,0
841,0,Paracetamol,2512,0,0,0,76,176,256,336,427,507,594,679,767,848,938,1021,1105,1197,1285,1367,1456,1534,1616,1705,1791,1873,1942,2028,2113,2204,2282,2355,2438,2512,2416,2317,2199,2109,2014,1920,1824,1719,1627,1515,1449,1359,1255,1163,1072,978,892,795,704,614,538,439,352,270,179,94,11,0,0,0,0
842,0,Paracetamol,2515,0,0,0,78,164,246,331,420,505,591,676,761,849,931,1023,1104,1195,1285,1371,1450,1529,1617,1711,1796,1854,1941,2026,2125,2195,2265,2352,2432,2515,2407,2295,2206,2100,2000,1921,1826,1721,1623,1531,1443,1355,1265,1161,1069,977,890,786,697,611,533,439,343,262,179,101,15,0,0,0,0
843,0,Paracetamol,2490,0,0,0,74,160,252,336,418,498,588,682,768,838,929,1011,1111,1200,1278,1364,1439,1535,1619,1697,1779,1861,1951,2031,2107,2191,2274,2364,2438,2490,2402,2300,2213,2115,2001,1911,1811,1730,1629,1526,1437,1347,1253,1164,1077,972,880,790,701,621,528,432,347,268,178,98,4,0,0,0,0
844,0,Paracetamol,2502,0,0,0,71,157,251,335,415,505,591,678,754,846,927,1018,1105,1186,1280,1360,1456,1531,1618,1703,1776,1872,1950,2019,2103,2192,2282,2355,2425,2502,2398,2310,2210,2102,2002,1908,1808,1728,1631,1524,1433,1341,1259,1167,1066,969,874,791,706,616,528,432,349,269,176,91,3,0,0,0,0
845,0,Paracetamol,2511,0,0,0,67,160,246,336,420,504,595,677,770,848,933,1018,1104,1202,1285,1366,1445,1526,1625,1706,1777,1863,1945,2037,2114,2192,2271,2353,2448,2511,2403,2301,2192,2113,2015,1909,1814,1717,1632,1535,1435,1344,1253,1163,1067,962,881,790,705,618,531,432,349,259,176,93,11,0,0,0,0
846,0,Paracetamol,2512,0,0,0,75,155,244,337,423,502,590,675,763,847,927,1011,1099,1199,1282,1361,1440,1522,1616,1707,1781,1861,1953,2030,2116,2186,2269,2347,2448,2512,2395,2299,2202,2115,2014,1907,1815,1712,1634,1535,1425,1345,1259,1153,1072,976,878,787,697,624,527,435,353,262,178,91,1,0,0,0,0
847,0,Paracetamol,2503,0,0,0,73,160,245,336,423,506,588,678,759,848,933,1005,1102,1195,1275,1383,1447,1522,1611,1700,1783,1873,1938,2023,2109,2197,2281,2352,2430,2503,2411,2304,2192,2096,1998,1914,1824,1716,1627,1524,1440,1349,1247,1156,1070,975,880,787,695,613,511,436,348,259,176,86,6,0,0,0,0
848,0,Paracetamol,2507,0,0,0,65,159,242,334,421,502,591,675,757,849,930,1009,1104,1187,1286,1366,1450,1523,1605,1699,1781,1851,1936,2021,2113,2192,2257,2351,2429,2507,2403,2292,2193,2102,2006,1921,1809,1713,1627,1533,1434,1341,1242,1154,1072,966,874,784,694,609,528,434,342,257,175,85,7,0,0,0,0
849,0,Paracetamol,2505,0,0,0,75,165,254,336,417,504,599,684,768,848,934,1023,1107,1197,1280,1361,1456,1534,1616,1697,1778,1872,1950,2027,2112,2186,2302,2368,2430,2505,2402,2315,2207,2102,2009,1907,1827,1732,1626,1529,1436,1345,1261,1220,1072,974,880,790,703,618,528,411,353,263,176,97,2,0,0,0,0
850,0,Paracetamol,2517,0,0,0,73,158,250,335,417,501,592,676,763,848,929,1018,1104,1200,1283,1362,1443,1530,1616,1699,1779,1862,1939,2025,2116,2191,2270,2351,2444,2517,2395,2295,2192,2110,2013,1899,1808,1718,1630,1531,1430,1339,1254,1168,1070,968,871,785,704,615,521,432,349,260,191,88,2,0,0,0,0
851,0,Paracetamol,2508,0,0,0,74,155,242,336,416,497,592,679,761,848,925,1014,1103,1198,1281,1359,1438,1520,1621,1698,1789,1863,1936,2018,2112,2192,2267,2336,2427,2508,2406,2288,2193,2105,2010,1911,1805,1722,1625,1526,1429,1342,1249,1153,1069,964,882,785,690,607,526,415,339,257,176,89,3,0,0,0,0
852,0,Paracetamol,2507,0,0,0,70,158,240,335,421,497,592,679,770,848,937,1011,1102,1195,1280,1357,1434,1521,1615,1700,1776,1856,1963,2030,2117,2187,2258,2352,2441,2507,2396,2297,2193,2112,2044,1905,1807,1714,1629,1531,1430,1344,1247,1163,1066,960,867,786,688,610,528,429,337,246,175,82,3,0,0,0,0
853,0,Paracetamol,2497,0,0,0,69,162,240,336,413,497,591,678,755,848,938,1012,1104,1196,1270,1362,1451,1521,1607,1691,1790,1867,1935,2019,2101,2193,2269,2346,2427,2497,2400,2299,2195,2096,2001,1914,1815,1714,1617,1520,1435,1345,1243,1153,1060,966,874,779,692,607,511,432,337,260,171,80,0,0,0,0,0
854,0,Paracetamol,2492,0,0,0,65,146,245,330,415,496,589,674,768,839,925,1010,1106,1198,1276,1360,1439,1526,1615,1693,1773,1857,1942,2034,2101,2187,2260,2356,2433,2492,2394,2288,2192,2106,2005,1901,1805,1715,1625,1525,1424,1328,1243,1158,1069,962,867,778,689,609,523,427,341,258,176,83,0,0,0,0,0
855,0,Paracetamol,2509,0,0,0,80,159,248,336,420,499,585,671,757,813,938,1020,1107,1198,1278,1363,1442,1530,1614,1707,1790,1858,1937,2018,2109,2192,2263,2349,2423,2509,2402,2299,2192,2103,2010,1910,1808,1717,1616,1526,1439,1339,1246,1153,1072,967,877,786,693,608,527,422,345,259,174,86,1,0,0,0,0
856,0,Paracetamol,2494,0,0,0,71,155,240,332,421,507,587,675,754,848,930,1019,1101,1190,1278,1360,1442,1524,1611,1693,1786,1861,1934,2015,2106,2192,2271,2343,2427,2494,2402,2304,2192,2096,2000,1907,1821,1710,1619,1519,1431,1342,1242,1147,1067,962,867,781,688,609,509,432,352,258,164,80,0,0,0,0,0
857,0,Paracetamol,2502,0,0,0,67,145,240,335,416,497,589,681,759,842,928,1009,1095,1196,1280,1351,1437,1520,1619,1699,1776,1855,1936,2027,2110,2187,2261,2344,2441,2502,2384,2289,2192,2110,2007,1890,1801,1712,1626,1529,1428,1339,1243,1147,1062,960,867,778,691,602,511,421,336,265,174,82,3,0,0,0,0
858,0,Paracetamol,2507,0,0,0,74,151,243,334,407,496,589,676,758,848,925,1009,1100,1197,1279,1345,1445,1528,1613,1699,1767,1850,1935,2030,2108,2181,2262,2341,2431,2507,2394,2285,2187,2110,2005,1904,1809,1712,1625,1522,1419,1327,1239,1157,1062,951,867,778,696,606,510,424,337,253,175,80,0,0,0,0,0
859,0,Paracetamol,2501,0,0,0,64,155,240,331,415,493,585,671,758,840,923,1008,1091,1171,1274,1362,1442,1519,1599,1698,1783,1850,1931,2014,2107,2179,2257,2341,2423,2501,2399,2287,2189,2104,2000,1904,1797,1712,1616,1523,1430,1328,1246,1147,1064,962,867,771,691,596,507,423,336,252,163,80,0,0,0,0,0
860,0,Paracetamol,2496,0,0,0,64,151,240,325,410,496,589,669,755,843,918,1016,1104,1202,1269,1360,1441,1522,1607,1691,1774,1861,1939,2019,2098,2177,2262,2352,2420,2496,2387,2287,2203,2096,1995,1904,1812,1712,1614,1517,1424,1344,1243,1148,1061,958,864,779,687,601,509,426,337,256,162,77,0,0,0,0,0
861,0,Paracetamol,2503,0,0,0,70,150,243,333,416,496,587,677,753,843,923,1012,1104,1199,1269,1350,1442,1520,1615,1694,1771,1855,1934,2026,2109,2184,2256,2346,2432,2503,2390,2289,2194,2108,2001,1898,1807,1711,1615,1521,1434,1332,1242,1146,1062,960,866,778,692,606,524,432,337,255,166,91,0,0,0,0,0
862,0,Paracetamol,2492,0,0,0,67,157,240,332,414,495,592,670,757,841,927,1010,1103,1187,1271,1355,1444,1535,1607,1693,1770,1855,1930,2014,2101,2179,2266,2352,2423,2492,2389,2300,2196,2096,1988,1872,1808,1718,1616,1505,1422,1345,1243,1143,1054,950,869,782,688,595,503,422,336,253,161,79,0,0,0,0,0
863,0,Paracetamol,2497,0,0,0,72,150,241,323,414,496,578,677,756,839,925,1009,1097,1180,1273,1344,1437,1520,1613,1698,1766,1846,1936,2007,2107,2181,2258,2347,2419,2497,2401,2285,2192,2096,2010,1907,1808,1706,1616,1521,1429,1328,1237,1143,1063,959,873,769,681,609,523,424,334,242,169,80,0,0,0,0,0
864,0,Paracetamol,2487,0,0,0,65,154,240,329,413,500,582,663,753,843,925,1005,1090,1189,1278,1358,1440,1520,1609,1695,1778,1850,1934,2015,2098,2185,2256,2330,2417,2487,2395,2299,2192,2094,1991,1907,1808,1705,1616,1510,1426,1341,1235,1146,1055,957,865,771,686,599,511,422,337,249,165,81,0,0,0,0,0
865,0,Paracetamol,2499,0,0,0,64,154,240,334,417,490,584,671,754,839,927,1008,1095,1179,1275,1357,1437,1520,1605,1693,1775,1847,1923,2013,2098,2177,2257,2337,2421,2499,2395,2287,2192,2093,1999,1906,1802,1695,1616,1523,1401,1325,1216,1143,1056,958,876,774,685,605,511,415,336,243,161,80,0,0,0,0,0
866,0,Paracetamol,2506,0,0,0,64,150,243,337,409,496,582,671,756,835,922,1010,1104,1189,1264,1349,1440,1520,1615,1694,1776,1854,1936,2025,2110,2187,2256,2340,2433,2506,2390,2291,2192,2101,2000,1903,1795,1711,1616,1523,1415,1328,1237,1150,1058,949,867,768,688,598,503,419,336,254,165,74,0,0,0,0,0
867,0,Paracetamol,2483,0,0,0,65,149,240,320,411,496,589,670,752,839,927,1009,1097,1184,1272,1360,1437,1520,1600,1682,1772,1858,1934,2009,2096,2172,2266,2338,2419,2483,2391,2298,2188,2095,1987,1904,1808,1702,1617,1516,1427,1328,1232,1143,1050,954,871,758,688,596,507,423,320,248,158,75,0,0,0,0,0
868,0,Paracetamol,2487,0,0,0,63,145,238,320,410,496,585,662,752,833,918,1013,1099,1183,1271,1358,1437,1520,1604,1685,1767,1855,1939,2027,2100,2181,2256,2352,2426,2487,2384,2286,2197,2101,1985,1889,1802,1715,1616,1511,1411,1328,1247,1148,1058,954,863,767,688,592,506,419,333,250,160,80,0,0,0,0,0
869,0,Paracetamol,2497,0,0,0,64,153,241,329,404,494,577,673,763,841,917,1007,1104,1192,1267,1354,1441,1520,1606,1695,1771,1848,1935,2023,2109,2178,2258,2342,2434,2497,2383,2287,2187,2099,1999,1888,1805,1708,1623,1530,1415,1328,1242,1147,1058,950,873,771,688,597,505,417,336,253,164,78,0,0,0,0,0
870,0,Paracetamol,2498,0,0,0,62,154,240,326,412,496,582,673,759,843,924,1007,1095,1193,1278,1350,1435,1514,1604,1695,1767,1855,1931,2017,2109,2175,2255,2336,2417,2498,2398,2232,2187,2085,1999,1906,1807,1706,1616,1521,1424,1327,1241,1141,1058,960,863,774,682,603,511,417,333,248,169,80,0,0,0,0,0
871,0,Paracetamol,2485,0,0,0,64,152,239,326,407,497,586,662,754,832,926,1003,1095,1187,1268,1358,1446,1517,1604,1682,1774,1855,1934,2015,2096,2187,2267,2338,2416,2485,2399,2290,2189,2096,1991,1904,1808,1710,1610,1511,1426,1334,1234,1141,1052,954,863,769,688,592,509,424,330,251,161,75,0,0,0,0,0
872,0,Paracetamol,2485,0,0,0,61,151,239,326,411,493,586,672,753,840,917,1008,1098,1182,1265,1356,1437,1521,1607,1680,1764,1861,1936,2006,2113,2174,2295,2347,2422,2485,2386,2288,2194,2101,1993,1893,1795,1709,1616,1504,1417,1328,1234,1136,1049,947,855,774,688,595,503,418,337,242,161,77,0,0,0,0,0
873,0,Paracetamol,2498,0,0,0,64,141,240,324,412,490,577,679,754,840,912,1004,1091,1192,1261,1350,1438,1515,1611,1692,1770,1842,1932,2023,2103,2175,2256,2334,2426,2498,2384,2285,2182,2096,1997,1889,1794,1699,1616,1524,1417,1321,1230,1139,1059,945,851,768,683,603,511,412,336,242,163,75,0,0,0,0,0
874,0,Paracetamol,2496,0,0,0,62,147,240,326,407,495,592,669,757,843,925,1001,1095,1183,1274,1350,1440,1514,1615,1696,1765,1853,1933,2012,2108,2183,2255,2334,2417,2496,2390,2285,2183,2094,2000,1903,1797,1700,1613,1526,1423,1327,1234,1138,1056,957,858,768,681,595,510,412,331,251,166,78,0,0,0,0,0
875,0,Paracetamol,2486,0,0,0,69,157,240,331,411,499,587,671,755,835,919,1020,1101,1187,1265,1354,1446,1522,1603,1683,1766,1859,1936,2013,2098,2181,2269,2351,2416,2486,2384,2293,2192,2094,1994,1904,1810,1714,1616,1513,1417,1342,1250,1140,1053,956,866,782,687,597,503,417,336,247,155,78,0,0,0,0,0
876,0,Paracetamol,2495,0,0,0,66,151,236,325,412,493,589,673,762,839,918,1008,1097,1193,1275,1350,1438,1519,1614,1699,1766,1849,1927,2022,2107,2176,2256,2331,2420,2495,2398,2292,2183,2096,2000,1898,1795,1703,1607,1519,1425,1330,1233,1145,1056,957,864,773,742,595,510,417,336,240,160,80,0,0,0,0,0
877,0,Paracetamol,2485,0,0,0,64,156,237,326,415,499,587,667,752,833,924,1008,1088,1183,1273,1358,1440,1520,1600,1690,1776,1846,1926,2012,2110,2179,2257,2337,2417,2485,2399,2291,2179,2090,1986,1899,1804,1707,1600,1506,1424,1338,1232,1139,1051,946,855,763,682,594,497,416,330,240,160,67,0,0,0,0,0
878,0,Paracetamol,2494,0,0,0,63,147,236,323,410,478,582,665,752,839,923,1006,1093,1190,1266,1348,1437,1515,1600,1693,1773,1843,1931,2006,2093,2182,2251,2333,2419,2494,2393,2282,2179,2093,1997,1901,1792,1701,1611,1510,1423,1328,1235,1136,1054,954,848,767,681,597,501,417,332,240,166,67,0,0,0,0,0
879,0,Paracetamol,2479,0,0,0,71,144,230,322,415,496,578,663,749,837,923,1003,1101,1179,1274,1356,1429,1510,1600,1680,1771,1853,1921,2011,2093,2179,2262,2338,2416,2479,2387,2289,2180,2096,1989,1897,1799,1701,1603,1507,1424,1328,1232,1141,1041,947,861,767,677,595,502,417,329,242,156,74,0,0,0,0,0
880,0,Paracetamol,2481,0,0,0,64,146,240,325,410,494,585,668,755,832,912,1007,1103,1193,1264,1347,1434,1522,1606,1684,1767,1850,1936,2023,2096,2176,2255,2347,2431,2481,2379,2286,2191,2098,1984,1898,1799,1712,1616,1510,1417,1328,1238,1142,1047,951,857,774,688,592,504,410,334,250,162,65,0,0,0,0,0
881,0,Paracetamol,2498,0,0,0,66,151,231,321,414,496,576,667,751,843,918,1002,1093,1187,1269,1353,1437,1510,1600,1693,1776,1847,1929,2005,2106,2185,2253,2335,2416,2498,2391,2285,2181,2086,1984,1899,1799,1703,1606,1505,1424,1331,1232,1138,1042,954,863,763,677,594,502,422,327,240,158,74,0,0,0,0,0
882,0,Paracetamol,2495,0,0,0,62,143,240,323,410,494,578,669,752,838,921,1002,1093,1185,1270,1348,1428,1515,1606,1684,1771,1840,1923,2022,2105,2168,2249,2328,2416,2495,2385,2285,2185,2087,1996,1895,1790,1706,1607,1515,1424,1318,1232,1136,1045,947,854,762,679,592,502,410,332,242,156,72,0,0,0,0,0
883,0,Paracetamol,2483,0,0,0,64,146,241,328,407,496,580,663,751,837,903,1006,1088,1182,1267,1346,1458,1516,1599,1681,1770,1851,1922,2005,2096,2182,2258,2331,2416,2483,2387,2288,2180,2085,1975,1894,1787,1701,1607,1503,1418,1328,1231,1134,1048,948,853,759,674,592,499,418,322,241,158,58,0,0,0,0,0
884,0,Paracetamol,2480,0,0,0,64,145,231,325,408,496,579,667,749,836,928,1008,1092,1174,1264,1358,1424,1513,1600,1639,1773,1851,1921,2001,2096,2181,2256,2323,2412,2480,2389,2287,2179,2078,1987,1894,1802,1699,1624,1518,1424,1329,1228,1142,1046,950,858,763,673,582,497,413,326,241,156,71,0,0,0,0,0
885,0,Paracetamol,2491,0,0,0,64,148,236,329,404,493,578,659,747,836,915,1005,1093,1176,1271,1355,1425,1515,1599,1691,1777,1847,1926,2007,2096,2179,2255,2331,2413,2491,2389,2286,2182,2089,1994,1898,1792,1699,1603,1509,1424,1326,1225,1137,1053,948,852,758,678,595,501,411,330,233,155,86,0,0,0,0,0
886,0,Paracetamol,2484,0,0,0,67,147,230,324,407,496,577,666,743,841,909,1003,1094,1183,1270,1349,1431,1511,1599,1695,1769,1843,1922,2005,2095,2183,2265,2333,2417,2484,2386,2289,2181,2085,1987,1898,1801,1696,1610,1501,1424,1328,1232,1135,1045,949,862,762,677,593,496,384,331,240,151,69,0,0,0,0,0
887,0,Paracetamol,2496,0,0,0,64,147,239,320,416,496,580,663,752,834,919,1004,1087,1182,1265,1355,1424,1513,1591,1693,1776,1843,1925,2003,2101,2177,2247,2342,2411,2496,2384,2274,2178,2087,1996,1898,1789,1697,1599,1520,1416,1316,1230,1136,1053,950,853,768,675,592,503,410,321,240,112,73,0,0,0,0,0
888,0,Paracetamol,2486,0,0,0,65,149,240,323,410,496,587,669,752,838,926,1023,1094,1184,1264,1354,1433,1518,1634,1686,1767,1849,1930,2007,2084,2183,2263,2335,2417,2486,2391,2288,2183,2085,1986,1885,1813,1707,1607,1500,1417,1330,1232,1138,1047,944,863,768,683,592,496,420,326,249,152,69,0,0,0,0,0
889,0,Paracetamol,2491,0,0,0,65,141,239,323,410,489,579,665,755,842,914,997,1098,1190,1267,1356,1428,1512,1607,1687,1765,1847,1925,2006,2099,2174,2248,2323,2408,2491,2387,2277,2185,2078,1990,1894,1789,1697,1600,1514,1424,1319,1225,1136,1049,950,853,767,673,593,497,410,331,238,155,70,0,0,0,0,0
890,0,Paracetamol,2492,0,0,0,62,147,236,325,402,493,576,661,752,832,910,1000,1118,1184,1263,1345,1429,1516,1607,1677,1764,1843,1927,2015,2090,2171,2253,2315,2419,2492,2382,2278,2178,2094,1990,1887,1789,1690,1607,1513,1411,1321,1229,1143,1047,944,854,765,677,592,496,403,327,240,154,64,0,0,0,0,0
891,0,Paracetamol,2485,0,0,0,64,145,238,323,411,496,582,669,756,841,927,1008,1092,1184,1277,1355,1431,1511,1597,1679,1775,1856,1935,2010,2096,2188,2274,2338,2416,2485,2395,2288,2188,2091,1984,1895,1805,1703,1606,1509,1425,1332,1242,1139,1050,953,861,768,674,597,502,418,331,242,152,70,0,0,0,0,0
892,0,Paracetamol,2480,0,0,0,64,146,237,322,410,496,581,667,736,837,919,1007,1097,1180,1264,1359,1444,1517,1596,1681,1765,1855,1923,2002,2096,2182,2257,2327,2415,2480,2388,2288,2176,2086,1983,1895,1797,1699,1605,1573,1419,1329,1230,1125,1072,944,862,764,675,592,507,418,323,235,156,64,0,0,0,0,0
893,0,Paracetamol,2483,0,0,0,57,150,237,322,403,485,581,669,747,833,912,1001,1099,1183,1266,1341,1432,1520,1603,1680,1763,1841,1936,2015,2094,2173,2254,2342,2432,2483,2379,2271,2189,2089,1981,1879,1791,1706,1609,1502,1408,1322,1232,1139,1045,947,863,771,688,582,503,414,321,240,157,67,0,0,0,0,0
894,0,Paracetamol,2484,0,0,0,64,144,235,320,406,494,572,663,751,836,918,1003,1091,1171,1263,1355,1426,1506,1591,1675,1772,1853,1921,2000,2096,2180,2256,2267,2415,2484,2384,2284,2180,2085,1984,1899,1803,1693,1601,1500,1417,1326,1223,1134,1041,948,858,759,676,586,503,406,320,239,149,65,0,0,0,0,0
895,0,Paracetamol,2480,0,0,0,64,153,235,320,400,487,578,684,747,835,914,1008,1093,1174,1264,1346,1441,1520,1591,1675,1764,1851,1933,2003,2093,2174,2256,2341,2410,2480,2378,2320,2190,2087,1983,1885,1803,1707,1606,1498,1407,1317,1232,1132,1042,939,855,768,671,592,493,407,330,240,150,64,0,0,0,0,0
896,0,Paracetamol,2487,0,0,0,57,144,234,323,402,491,576,661,752,831,915,993,1090,1185,1268,1343,1427,1508,1603,1685,1759,1840,1922,2011,2096,2168,2246,2326,2417,2487,2371,2274,2180,2077,1989,1872,1782,1691,1601,1510,1414,1309,1222,1139,1050,957,850,761,670,592,496,413,320,240,153,65,0,0,0,0,0
897,0,Paracetamol,2481,0,0,0,62,141,231,320,404,494,576,655,749,839,921,999,1090,1175,1264,1358,1426,1505,1591,1678,1770,1842,1923,2000,2099,2181,2250,2323,2411,2481,2384,2281,2175,2082,1975,1892,1799,1697,1600,1499,1415,1323,1218,1135,1041,959,851,758,671,586,496,413,321,235,147,65,0,0,0,0,0
898,0,Paracetamol,2480,0,0,0,59,148,233,320,411,496,581,665,750,829,924,1007,1090,1178,1255,1359,1437,1505,1594,1678,1776,1851,1914,2005,2087,2175,2259,2321,2409,2480,2384,2288,2175,2089,1980,1888,1791,1687,1602,1501,1415,1321,1222,1136,1047,950,855,763,682,589,495,407,321,239,148,68,0,0,0,0,0
899,0,Paracetamol,2489,0,0,0,63,140,224,318,401,494,631,656,743,831,915,1000,1086,1173,1265,1357,1425,1508,1598,1683,1771,1840,1917,2003,2096,2177,2247,2328,2402,2489,2382,2275,2178,2078,1990,1888,1787,1689,1600,1506,1405,1315,1226,1132,1045,944,850,763,671,589,495,411,320,240,148,64,0,0,0,0,0
900,0,Paracetamol,2489,0,0,0,53,145,231,320,401,491,576,659,751,724,912,1003,1091,1179,1264,1345,1425,1504,1606,1671,1759,1840,1920,2015,2096,2160,2254,2324,2417,2489,2371,2270,2176,2091,1986,1881,1787,1693,1605,1505,1407,1309,1227,1140,1043,1034,848,757,672,585,497,406,323,245,150,62,0,0,0,0,0
901,0,Paracetamol,2479,0,0,0,66,146,233,320,400,491,585,659,747,831,917,1007,1088,1181,1263,1352,1435,1506,1591,1679,1769,1850,1934,2014,2093,2176,2256,2331,2406,2479,2374,2286,2175,2083,1979,1885,1802,1701,1595,1500,1395,1324,1232,1134,1037,941,856,772,675,592,496,411,323,240,154,66,0,0,0,0,0
